"","Log2FC_estimate","SE","pval","CI_lb","CI_ub","Number_Of_Comparisons","Number_of_ Contrasts","Number_of_Coefficients","tau2_ResidualHeterogeneity","SE_tau2_ResidualHeterogeneity","QE_CochransQ_Teststat","QEp_CochransQ_pval","I2_PercentVar_TrueHeterogeneity","H2_Ratio_EffectHetero_overSamplVar","PubBias_Egger_Zstat","PubBias_Egger_pval","PubBias_Egger_DF","Leave1Out_Min_Log2FC","Leave1Out_Max_Log2FC","Leave1Out_Min_Pval","Leave1Out_Max_Pval","FDR","QEp_FDR","Egger_FDR","DB.Class.Key","Mouse_Common.Organism.Name","Mouse_NCBI.Taxon.ID","Mouse_Symbol","Mouse_EntrezGene.ID","Mouse_Mouse.MGI.ID","Mouse_HGNC.ID","Mouse_OMIM.Gene.ID","Mouse_Genetic.Location","Mouse_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Mouse_Name","Mouse_Synonyms","Mouse_ENSEMBLGene.ID","Ensembl_Entrez","Rat_Common.Organism.Name","Rat_NCBI.Taxon.ID","Rat_Symbol","Rat_EntrezGene.ID","Rat_Mouse.MGI.ID","Rat_HGNC.ID","Rat_OMIM.Gene.ID","Rat_Genetic.Location","Rat_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Rat_Name","Rat_Synonyms","Rat_Ensembl","Rat_DBSymbol","Rat_DBName","MouseRat_GeneSymbol"
"Unc5a_Unc5a",0.00694416580926572,0.0374971838587876,0.853078708527292,-0.0665489640756347,0.0804372956941661,9,10,1,0.000284358125926922,0.00565756525031698,6.73918217689926,0.66425330573046,1.66801764204343,1.01696312432685,1.29439525736173,0.195528927989298,NA,-0.0118394314054747,0.0454344621179035,0.377924392964347,0.930540658211648,0.989916339354933,1,0.960473048440084,"51438403","mouse, laboratory","10090","Unc5a","107448","MGI:894682","","","Chr13  cM","Chr13:55097224-55153831(+)","unc-5 netrin receptor A","Unc5h1","ENSMUSG00000025876","ENSMUSG00000025876_107448","rat","10116","Unc5a","60629","","","","Chr17 p14","","unc-5 netrin receptor A","Unc5h1","ENSRNOG00000059840","Unc5a","unc-5 netrin receptor A","Unc5a_Unc5a"
"Suox_Suox",-0.0012882076831695,0.0417000378547268,0.975355476531608,-0.0830187800323909,0.0804423646660519,9,10,1,0,0.0067392870950651,7.2697163993511,0.60906044095279,0,1,-0.254067476781924,0.799443428879057,NA,-0.0265163065071495,0.011609603069013,0.560501520737614,0.96927077208945,1,1,1,"51439984","mouse, laboratory","10090","Suox","211389","MGI:2446117","","","Chr10  cM","Chr10:128505756-128509787(-)","sulfite oxidase","MGC:28458|SO","ENSMUSG00000049858","ENSMUSG00000049858_211389","rat","10116","Suox","81805","","","","Chr7 q11","","sulfite oxidase","","ENSRNOG00000005987","Suox","sulfite oxidase","Suox_Suox"
"Prkcg_Prkcg",0.0153189098956185,0.0332326897292663,0.644827967495055,-0.0498159650831375,0.0804537848743746,9,10,1,0,0.00462443558733079,3.34968696177841,0.94880485591745,0,1,1.19879649842833,0.230607084452371,NA,0.00487116983171579,0.0238807194888799,0.517247267517439,0.88788651102886,0.948310578709124,1,0.963768026821326,"51435075","mouse, laboratory","10090","Prkcg","18752","MGI:97597","","","Chr7  cM","Chr7:3352038-3379615(+)","protein kinase C, gamma","Prkcc","ENSMUSG00000078816","ENSMUSG00000078816_18752","rat","10116","Prkcg","24681","","","","Chr1 q12","","protein kinase C, gamma","Prkcc|RATPKCI","ENSRNOG00000054371","Prkcg","protein kinase C, gamma","Prkcg_Prkcg"
"Nrdc_Nrdc",0.0121220708819098,0.0348656483296121,0.728080900311375,-0.056213344141769,0.0804574859055886,9,10,1,0.00571588108878063,0.00547610321272534,18.6490578384469,0.0283478560870964,52.127909180518,2.08889978039781,0.787554794660427,0.430957165452783,NA,-0.00264600835664809,0.03585944620773,0.187611907915944,0.993732133706834,0.963962810344654,0.491096171894128,1,"51430130","mouse, laboratory","10090","Nrdc","230598","MGI:1201386","","","Chr4  cM","Chr4:108857852-108918974(+)","nardilysin convertase","Nrd1|NRD-C","ENSMUSG00000053510","ENSMUSG00000053510_230598","rat","10116","Nrdc","25499","","","","Chr5 q34","","nardilysin convertase","Nrd1","ENSRNOG00000007111","Nrdc","nardilysin convertase","Nrdc_Nrdc"
"Coa6_Coa6",-0.0232599633915748,0.0529200946760357,0.660277628987118,-0.126981443015055,0.0804615162319049,9,10,1,0.00354636583319674,0.0122703243471018,13.8047160732481,0.1294433962149,12.7149781367883,1.14567193620819,1.74676946001501,0.0806773361254333,NA,-0.0533277717361068,-0.00192053720203164,0.288406149444294,0.971790230170567,0.94889556365911,0.942948187268958,0.799134172996498,"51434352","mouse, laboratory","10090","Coa6","67892","MGI:1915142","","","Chr8  cM","Chr8:127149267-127152174(+)","cytochrome c oxidase assembly factor 6","1810063B05Rik","ENSMUSG00000051671","ENSMUSG00000051671_67892","rat","10116","Coa6","102556031","","","","Chr19","","cytochrome c oxidase assembly factor 6","","ENSRNOG00000062808","Coa6","cytochrome c oxidase assembly factor 6","Coa6_Coa6"
"Pip5k1c_Pip5k1c",0.0180164159501021,0.0318613653720305,0.571759039682611,-0.0444307126773494,0.0804635445775536,9,10,1,0.000656534952334923,0.0041529862168816,6.85385182982513,0.652332412422437,6.12280784829931,1.0652214633604,0.279265242975131,0.780041277664621,NA,-0.00152730952670515,0.0454517894311393,0.22983080413158,0.961176164893331,0.93118430184287,1,1,"51432892","mouse, laboratory","10090","Pip5k1c","18717","MGI:1298224","","","Chr10  cM","Chr10:81128797-81155807(+)","phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma","mKIAA0589|PIP5KIgamma","ENSMUSG00000034902","ENSMUSG00000034902_18717","rat","10116","Pip5k1c","314641","","","","Chr7 q11","","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma","","ENSRNOG00000020577","Pip5k1c","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma","Pip5k1c_Pip5k1c"
"Aldoc_Aldoc",0.0187294412042916,0.0315159814550889,0.552322227438165,-0.0430407473851149,0.0804996297936982,9,10,1,0,0.00411345527889632,3.99547818999826,0.911709888920632,0,1,0.860578168096388,0.389470414388225,NA,0.0119753427348834,0.0359636696025539,0.339683212634003,0.714470868776037,0.925826609189059,1,0.998993811156152,"51425170","mouse, laboratory","10090","Aldoc","11676","MGI:101863","","","Chr11  cM","Chr11:78213899-78218607(+)","aldolase C, fructose-bisphosphate","Scrg2|zebrin II","ENSMUSG00000017390","ENSMUSG00000017390_11676","rat","10116","Aldoc","24191","","","","Chr10 q25","","aldolase, fructose-bisphosphate C","F16dip7|RATALDCAA","ENSRNOG00000011452","Aldoc","aldolase, fructose-bisphosphate C","Aldoc_Aldoc"
"Actn1_Actn1",0.0167176683733551,0.0325531442243322,0.607566619884179,-0.047085321889874,0.0805206586365842,9,10,1,0,0.00459120756151356,1.66939902099653,0.995684174689378,0,1,-0.0986703896324331,0.921399979758916,NA,0.00998177671625084,0.0245472618879129,0.472410937807471,0.771537783786664,0.939491705523159,1,1,"51440159","mouse, laboratory","10090","Actn1","109711","MGI:2137706","","","Chr12  cM","Chr12:80214321-80307145(-)","actinin, alpha 1","3110023F10Rik","ENSMUSG00000015143","ENSMUSG00000015143_109711","rat","10116","Actn1","81634","","","","Chr6 q24","","actinin, alpha 1","","ENSRNOG00000056756","Actn1","actinin, alpha 1","Actn1_Actn1"
"Zdhhc12_Zdhhc12",-0.0167384273462148,0.0496240536297903,0.735887204502446,-0.113999785227488,0.0805229305350582,9,10,1,0,0.00992043263469375,2.4144451332745,0.98309647662328,0,1,0.389113123771581,0.697192465658724,NA,-0.0321679274817616,-0.000737444804853009,0.563509933986214,0.989434200535523,0.966712423099604,1,1,"51434485","mouse, laboratory","10090","Zdhhc12","66220","MGI:1913470","","","Chr2  cM","Chr2:29980956-29983647(-)","zinc finger, DHHC domain containing 12","1190004A01Rik","ENSMUSG00000015335","ENSMUSG00000015335_66220","rat","10116","Zdhhc12","366014","","","","Chr3 p12","","zDHHC palmitoyltransferase 12","","ENSRNOG00000015791","Zdhhc12","zDHHC palmitoyltransferase 12","Zdhhc12_Zdhhc12"
"Dennd1a_Dennd1a",0.0195695340649913,0.0311007865160736,0.529198782356264,-0.0413868873973819,0.0805259555273646,9,10,1,0,0.00406524093592449,4.99437376689873,0.834798436885319,0,1,0.123128068368993,0.902005685044764,NA,-0.00433774903002447,0.0313812750629342,0.393012300725486,0.895989054492463,0.919489874887275,1,1,"51431947","mouse, laboratory","10090","Dennd1a","227801","MGI:2442794","","","Chr2  cM","Chr2:37689003-38177402(-)","DENN domain containing 1A","6030446I19Rik","ENSMUSG00000035392","ENSMUSG00000035392_227801","rat","10116","Dennd1a","311913","","","","Chr3 q11-q12","","DENN domain containing 1A","RGD1307927","ENSRNOG00000010526","Dennd1a","DENN domain containing 1A","Dennd1a_Dennd1a"
"Vars2_Vars2",0.00948638073595689,0.0362496281616813,0.793555866225109,-0.0615615849139074,0.0805343463858212,9,10,1,0,0.00551655321939593,1.7494944027372,0.994838389645352,0,1,-0.259064078556286,0.795585800007734,NA,0.00212489572296835,0.0190165370479491,0.61156234687765,0.961619738336894,0.980233105873259,1,1,"51433830","mouse, laboratory","10090","Vars2","68915","MGI:1916165","","","Chr17  cM","Chr17:35966526-35978484(-)","valyl-tRNA synthetase 2, mitochondrial","1190004I24Rik|Vars2l","ENSMUSG00000038838","ENSMUSG00000038838_68915","rat","10116","Vars2","309596","","","","Chr20 p12","","valyl-tRNA synthetase 2, mitochondrial","Vars2l|Varsl","ENSRNOG00000000833","Vars2","valyl-tRNA synthetase 2, mitochondrial","Vars2_Vars2"
"P3h1_P3h1",-0.0272695164010617,0.05501222602568,0.62010665199215,-0.135091498120772,0.0805524653186482,9,10,1,0,0.0120185487936193,3.75821167995421,0.926593682187627,0,1,0.873709299718352,0.382276585151346,NA,-0.042573234244832,0.00231753932329871,0.457245912012746,0.969046505028269,0.942441961192375,1,0.995323029395905,"51432022","mouse, laboratory","10090","P3h1","56401","MGI:1888921","","","Chr4  cM","Chr4:119090112-119106172(+)","prolyl 3-hydroxylase 1","Lepre1|Leprecan","ENSMUSG00000028641","ENSMUSG00000028641_56401","rat","10116","P3h1","114200","","","","Chr5 q36","","prolyl 3-hydroxylase 1","Gros1|Lepre1","ENSRNOG00000053991","P3h1","prolyl 3-hydroxylase 1","P3h1_P3h1"
"Rprd1b_Rprd1b",-0.0117640385610775,0.0471085917484653,0.802802560077342,-0.10409518175047,0.0805671046283153,9,10,1,0.00700143097946552,0.00901904684091246,14.2083649606576,0.115103936783966,36.9955722702373,1.58719003732433,0.379864409165364,0.704046067872946,NA,-0.0405022760696716,0.0162898280584478,0.328913397490318,0.936808822836203,0.982968253788368,0.912388825845568,1,"51428603","mouse, laboratory","10090","Rprd1b","70470","MGI:1917720","","","Chr2  cM","Chr2:157870395-157920127(+)","regulation of nuclear pre-mRNA domain containing 1B","Crept","ENSMUSG00000027651","ENSMUSG00000027651_70470","rat","10116","Rprd1b","311591","","","","Chr3 q42","","regulation of nuclear pre-mRNA domain containing 1B","RGD1304782","ENSRNOG00000012923","Rprd1b","regulation of nuclear pre-mRNA domain containing 1B","Rprd1b_Rprd1b"
"Nim1k_Nim1k",-0.0101800993175519,0.0463010749415334,0.825974386507426,-0.100928538648447,0.0805683400133436,8,9,1,0,0.00792447744149144,2.33623121090321,0.968930758332816,0,1,0.00970089352413697,0.992259928230877,NA,-0.0260066679402371,0.0114402712795434,0.606562397654922,0.896989115188168,0.985674139702433,1,1,"51432480","mouse, laboratory","10090","Nim1k","245269","MGI:2442399","","","Chr13  cM","Chr13:120171630-120217418(-)","NIM1 serine/threonine protein kinase","Nim1","ENSMUSG00000095930","ENSMUSG00000095930_245269","rat","10116","Nim1k","310376","","","","Chr2 q15","","NIM1 serine/threonine protein kinase","RGD1308116","ENSRNOG00000016353","Nim1k","NIM1 serine/threonine protein kinase","Nim1k_Nim1k"
"Scrg1_Scrg1",-0.0333589853909086,0.05814866998625,0.566181380409312,-0.147328284312864,0.0806103135310466,9,10,1,0.0160800436294449,0.0151257137937397,19.0112367275522,0.0250975210265586,52.0279530677112,2.08454728106865,0.176908412940896,0.859580330283113,NA,-0.080155680658007,0.00154298618489633,0.118396233764066,0.978283490967616,0.930282195973359,0.46663489516752,1,"51444410","mouse, laboratory","10090","Scrg1","20284","MGI:1328308","","","Chr8  cM","Chr8:57908957-57930619(+)","scrapie responsive gene 1","","ENSMUSG00000031610","ENSMUSG00000031610_20284","rat","10116","Scrg1","64458","","","","Chr16 p11","","stimulator of chondrogenesis 1","","ENSRNOG00000069516","Scrg1","stimulator of chondrogenesis 1","Scrg1_Scrg1"
"S100pbp_S100pbp",0.0125307310093041,0.0347376883498544,0.718305499302317,-0.0555538870625872,0.0806153490811953,9,10,1,0,0.004649234932701,3.33222025734787,0.949655992706439,0,1,0.715991396162681,0.473996661570848,NA,-0.00486609750177223,0.0350056324854892,0.433128612058629,0.899815989906774,0.960679912003136,1,1,"51444386","mouse, laboratory","10090","S100pbp","74648","MGI:1921898","","","Chr4  cM","Chr4:129041795-129083485(-)","S100P binding protein","4930429A08Rik","ENSMUSG00000040928","ENSMUSG00000040928_74648","rat","10116","S100pbp","500551","","","","Chr5 q36","","S100P binding protein","RGD1564943","ENSRNOG00000007099","S100pbp","S100P binding protein","S100pbp_S100pbp"
"Cby1_Cby1",-0.0155255495839623,0.0490567203460954,0.751636985395719,-0.111674954661963,0.0806238554940379,8,9,1,0.00388602741971716,0.00917594659143076,7.32575252342324,0.501928595791126,18.8605756427559,1.2324465054092,-0.0550847822239577,0.956070919762272,NA,-0.0598625301482863,0.0154655223101164,0.173254320217898,0.918362324184187,0.971828076630234,1,1,"51429588","mouse, laboratory","10090","Cby1","73739","MGI:1920989","","","Chr15  cM","Chr15:79543437-79551861(+)","chibby family member 1, beta catenin antagonist","PGEA14","ENSMUSG00000022428","ENSMUSG00000022428_73739","rat","10116","Cby1","246768","","","","Chr7 q34","","chibby 1, beta catenin antagonist","Pgea1","ENSRNOG00000090732","Cby1","chibby 1, beta catenin antagonist","Cby1_Cby1"
"Bcl9_Bcl9",0.00457848849931339,0.0388036210561522,0.90607457569995,-0.0714752112404851,0.0806321882391119,9,10,1,0,0.0060012374157492,2.83989171294009,0.970305660776599,0,1,-0.496223187491938,0.619736953146529,NA,-0.0434923328376373,0.0175041782329459,0.434923069499244,0.93411470315325,0.995760832600535,1,1,"51434598","mouse, laboratory","10090","Bcl9","77578","MGI:1924828","","","Chr3  cM","Chr3:97110978-97205233(-)","B cell CLL/lymphoma 9","2610202E01Rik|8030475K17Rik|A330041G23Rik","ENSMUSG00000038256","ENSMUSG00000038256_77578","rat","10116","Bcl9","310704","","","","Chr2 q34","","BCL9, transcription coactivator","","ENSRNOG00000017516","Bcl9","BCL9, transcription coactivator","Bcl9_Bcl9"
"P2ry13_P2ry13",-0.0373468267400352,0.060202912269584,0.535027928600044,-0.155342366552844,0.080648713072774,9,10,1,0.0138957338312035,0.0162787890179688,14.1305258783786,0.11775733593175,40.8658769042992,1.69107098854181,-1.03791766068105,0.299308390654105,NA,-0.0917190957512906,-0.0125928133344045,0.0606333210968981,0.844495140803574,0.919997749394864,0.914616559319151,0.982125350943932,"51440374","mouse, laboratory","10090","P2ry13","74191","MGI:1921441","","","Chr3  cM","Chr3:59115313-59118303(-)","purinergic receptor P2Y, G-protein coupled 13","P2Y13|SP174","ENSMUSG00000036362","ENSMUSG00000036362_74191","rat","10116","P2ry13","310444","","","","Chr2 q26","","purinergic receptor P2Y13","P2y13","ENSRNOG00000029756","P2ry13","purinergic receptor P2Y13","P2ry13_P2ry13"
"Txndc16_Txndc16",0.0132914486545093,0.0343760352003057,0.699016313600109,-0.054084342269371,0.0806672395783896,9,10,1,0.0017973446987202,0.00443877965347991,8.86475212926838,0.449851396673475,15.9923704630841,1.19036807193871,0.58698148176145,0.557216143837504,NA,-0.00991266246559292,0.0373889643468898,0.223659096362233,0.984758128109732,0.957177323125437,1,1,"51434540","mouse, laboratory","10090","Txndc16","70561","MGI:1917811","","","Chr14  cM","Chr14:45371905-45457008(-)","thioredoxin domain containing 16","5730420B22Rik","ENSMUSG00000021830","ENSMUSG00000021830_70561","rat","10116","Txndc16","361025","","","","Chr15 p14","","thioredoxin domain containing 16","RGD1306755","ENSRNOG00000006334","Txndc16","thioredoxin domain containing 16","Txndc16_Txndc16"
"Clip1_Clip1",0.0271149260535605,0.0273301433234603,0.321136416793128,-0.0264511705527396,0.0806810226598606,8,9,1,5.36183083138441e-06,0.00299001595776533,8.70323841482653,0.367945534832179,0.0736665661751889,1.00073720873811,-0.720175705185103,0.471416820276298,NA,0.0187430946440765,0.044011532609183,0.117941625268944,0.512884388302171,0.843946990546598,1,1,"51426881","mouse, laboratory","10090","Clip1","56430","MGI:1928401","","","Chr5  cM","Chr5:123715857-123822527(-)","CAP-GLY domain containing linker protein 1","CLIP-170|Clip50|cytoplasmic linker protein 50|restin|Rsn","ENSMUSG00000049550","ENSMUSG00000049550_56430","rat","10116","Clip1","65201","","","","Chr12 q16","","CAP-GLY domain containing linker protein 1","Rsn","ENSRNOG00000001247","Clip1","CAP-GLY domain containing linker protein 1","Clip1_Clip1"
"Pdk3_Pdk3",0.0219807009944485,0.029959317947491,0.463140766888905,-0.0367384831840183,0.0806998851729152,9,10,1,0,0.00382381123005991,1.6306764292486,0.996056265573971,0,1,-0.124268511047346,0.901102678554432,NA,0.014885495685387,0.0278420153962582,0.390549910653099,0.670257941724437,0.902412727282595,1,1,"51438152","mouse, laboratory","10090","Pdk3","236900","MGI:2384308","","","ChrX  cM","ChrX:92808213-92875807(-)","pyruvate dehydrogenase kinase, isoenzyme 3","2610001M10Rik|MGC:6383","ENSMUSG00000035232","ENSMUSG00000035232_236900","rat","10116","Pdk3","296849","","","","ChrX q22","","pyruvate dehydrogenase kinase 3","","ENSRNOG00000012513","Pdk3","pyruvate dehydrogenase kinase 3","Pdk3_Pdk3"
"Prune2_NA",0.0181388648414465,0.0319198768926133,0.569856827595817,-0.0444229442590279,0.0807006739419209,9,10,1,0.000531741353400125,0.00380948040561551,5.76421320485898,0.76326520511426,4.84977143493115,1.05096962464588,-0.0705728220637386,0.943737741315629,NA,-0.0143981249783545,0.0413621976963483,0.230691995515676,0.74951969987668,0.93118430184287,1,1,"51431675","mouse, laboratory","10090","Prune2","353211","MGI:1925004","","","Chr19  cM","Chr19:16933482-17201296(+)","prune homolog 2","Olfaxin","ENSMUSG00000039126","ENSMUSG00000039126_353211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prune2_NA"
"Sos1_Sos1",-0.0222230936135192,0.0525186722954901,0.672188360328008,-0.125157799828541,0.080711612601503,9,10,1,0.00766746449639334,0.010498977057788,13.3079202930774,0.149160980319115,35.8505290709345,1.55885931016605,1.13637536127559,0.255799502969061,NA,-0.0459667136223223,0.0221496824009456,0.430394888588202,0.94695607909196,0.950858401328925,0.980718007987125,0.969179481748355,"51430018","mouse, laboratory","10090","Sos1","20662","MGI:98354","","","Chr17  cM","Chr17:80701181-80787882(-)","SOS Ras/Rac guanine nucleotide exchange factor 1","4430401P03Rik","ENSMUSG00000024241","ENSMUSG00000024241_20662","rat","10116","Sos1","313845","","","","Chr6 q12","","SOS Ras/Rac guanine nucleotide exchange factor 1","","ENSRNOG00000007106","Sos1","SOS Ras/Rac guanine nucleotide exchange factor 1","Sos1_Sos1"
"Chmp1a_Chmp1a",0.0151976412297536,0.033426266764201,0.649352682787173,-0.0503166377657085,0.0807119202252157,9,10,1,0.000656293854348888,0.00430213394223282,17.2130074026903,0.0454829322800731,5.33933534548134,1.05640500586984,2.43190636825917,0.0150195894288145,NA,-0.00171145816022478,0.0503610249272352,0.281280890100408,0.956926017490778,0.948310578709124,0.624422598224474,0.542245308442104,"51432821","mouse, laboratory","10090","Chmp1a","234852","MGI:1920159","","","Chr8  cM","Chr8:123931003-123939502(-)","charged multivesicular body protein 1A","Pcoln3","ENSMUSG00000000743","ENSMUSG00000000743_234852","rat","10116","Chmp1a","365024","","","","Chr19 q12","","charged multivesicular body protein 1A","Pcoln3","ENSRNOG00000016001","Chmp1a","charged multivesicular body protein 1A","Chmp1a_Chmp1a"
"Tenm4_Tenm4",0.000117064624904893,0.0411466757237103,0.997729976257435,-0.0805289378771158,0.0807630671269256,9,10,1,0,0.00704561429192751,5.00172075393712,0.834158231940256,0,1,1.13792308029255,0.255152602773388,NA,-0.011925453651803,0.0240767240453943,0.630860451687141,0.994155289564488,1,1,0.969179481748355,"51432575","mouse, laboratory","10090","Tenm4","23966","MGI:2447063","","","Chr7  cM","Chr7:95820453-96560300(+)","teneurin transmembrane protein 4","Ten-m4","ENSMUSG00000048078","ENSMUSG00000048078_23966","rat","10116","Tenm4","308831","","","","Chr1 q32","","teneurin transmembrane protein 4","Odz4","ENSRNOG00000011151","Tenm4","teneurin transmembrane protein 4","Tenm4_Tenm4"
"Pcdhb19_NA",-0.0119021572869912,0.0472848581785865,0.80126382699939,-0.104578776331105,0.0807744617571226,9,10,1,0.00248492859266214,0.00923224323858057,10.6450041167966,0.30082880987406,11.1161896898551,1.12506427943477,-1.69069760837064,0.0908945713326174,NA,-0.0483189584991317,0.0139655940600889,0.334052225030311,0.99964816872081,0.982968253788368,1,0.820726500857548,"51443942","mouse, laboratory","10090","Pcdhb19","93890","MGI:2136757","","","Chr18  cM","Chr18:37630049-37637181(+)","protocadherin beta 19","Pcdhb11|PcdhbS","ENSMUSG00000043313","ENSMUSG00000043313_93890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pcdhb19_NA"
"Gnpat_Gnpat",0.0206989927776643,0.0306518187360018,0.499488922722452,-0.0393774680055492,0.0807754535608777,8,9,1,5.97512661545689e-07,0.00361093751485194,8.95087657557027,0.346456904039418,0.00638638698475923,1.0000638679487,-0.666905087729864,0.504832760934352,NA,0.00202324964691326,0.0298516431247164,0.362619380615177,0.949057928381909,0.910533404559285,1,1,"51428535","mouse, laboratory","10090","Gnpat","14712","MGI:1343460","","","Chr8  cM","Chr8:125589772-125616796(+)","glyceronephosphate O-acyltransferase","D1Ertd819e","ENSMUSG00000031985","ENSMUSG00000031985_14712","rat","10116","Gnpat","84470","","","","Chr19 q12","","glyceronephosphate O-acyltransferase","","ENSRNOG00000019205","Gnpat","glyceronephosphate O-acyltransferase","Gnpat_Gnpat"
"Tmem39a_Tmem39a",-0.000549169155466794,0.0414948804896436,0.989440605824653,-0.081877640457962,0.0807793021470284,9,10,1,0,0.00740502932950721,4.19968204471848,0.897785057542825,0,1,0.705830663723284,0.480293450461203,NA,-0.00895963674954747,0.0112148052376775,0.802979777991547,0.951740280829087,1,1,1,"51428912","mouse, laboratory","10090","Tmem39a","67846","MGI:1915096","","","Chr16  cM","Chr16:38379060-38412524(+)","transmembrane protein 39a","","ENSMUSG00000002845","ENSMUSG00000002845_67846","rat","10116","Tmem39a","288092","","","","Chr11 q21","","transmembrane protein 39a","RGD1306421","ENSRNOG00000003075","Tmem39a","transmembrane protein 39a","Tmem39a_Tmem39a"
"Dync1h1_Dync1h1",0.0101913065516573,0.0360243292220082,0.777252987811726,-0.0604150812906926,0.0807976943940072,8,9,1,0,0.00538169053046493,5.83173812596384,0.666073221187836,0,1,-1.30624650860227,0.191468741350305,NA,-0.0129064300667989,0.0248772938343814,0.51673982490215,0.993274572985541,0.977835130583687,1,0.95248050718422,"51430173","mouse, laboratory","10090","Dync1h1","13424","MGI:103147","","","Chr12  cM","Chr12:110567886-110633379(+)","dynein cytoplasmic 1 heavy chain 1","Dnec1|dynein heavy chain, retrograde transport|Loa|MAP1C|mKIAA0325|Swl","ENSMUSG00000018707","ENSMUSG00000018707_13424","rat","10116","Dync1h1","29489","","","","Chr6 q32","","dynein cytoplasmic 1 heavy chain 1","Dnchc1","ENSRNOG00000006178","Dync1h1","dynein cytoplasmic 1 heavy chain 1","Dync1h1_Dync1h1"
"Tmbim4_Tmbim4",0.0158502719589351,0.0331390335551043,0.6324394406159,-0.0491010402915336,0.0808015842094037,9,10,1,1.18166959497918e-07,0.0045548797686669,8.85264071213289,0.450986586578246,0.00100462412100251,1.00001004634214,0.359358531921351,0.719326892359207,NA,-0.0022412078714438,0.0276244663650172,0.48311837073325,0.970482859515151,0.946012550276078,1,1,"51436594","mouse, laboratory","10090","Tmbim4","68212","MGI:1915462","","","Chr10  cM","Chr10:120044731-120060802(+)","transmembrane BAX inhibitor motif containing 4","0610007H07Rik","ENSMUSG00000020225","ENSMUSG00000020225_68212","rat","10116","Tmbim4","362884","","","","Chr7 q22","","transmembrane BAX inhibitor motif containing 4","Cgi119","ENSRNOG00000004312","Tmbim4","transmembrane BAX inhibitor motif containing 4","Tmbim4_Tmbim4"
"Clybl_Clybl",-0.0184536224294969,0.0506420005970011,0.715564091492066,-0.117710119704675,0.0808028748456812,9,10,1,0,0.00950731818874391,5.74339745239393,0.765300054487753,0,1,1.01692180253089,0.309190630618392,NA,-0.0414453377368494,0.000306328044277104,0.429165190913448,0.995787142124895,0.960370554160758,1,0.982197068080276,"51426257","mouse, laboratory","10090","Clybl","69634","MGI:1916884","","","Chr14  cM","Chr14:122419116-122639646(+)","citrate lyase beta like","0610033J05Rik|2310014M14Rik|Clb","ENSMUSG00000025545","ENSMUSG00000025545_69634","rat","10116","Clybl","306198","","","","Chr15 q25","","citramalyl-CoA lyase","","ENSRNOG00000014075","Clybl","citramalyl-CoA lyase","Clybl_Clybl"
"Txndc9_Txndc9",0.0143847586892604,0.0338917221641141,0.671250200815648,-0.0520417961264411,0.0808113135049619,9,10,1,0,0.00422185332577006,4.63934405441892,0.864546914346747,0,1,-0.924443570929344,0.355255418408493,NA,-0.0168995360488561,0.022680388146222,0.527874671930766,0.801070681837954,0.950858401328925,1,0.99225161408423,"51428566","mouse, laboratory","10090","Txndc9","98258","MGI:2138153","","","Chr1  cM","Chr1:38024270-38036974(-)","thioredoxin domain containing 9","Apacd|ATP binding protein associated with cell differentiation","ENSMUSG00000058407","ENSMUSG00000058407_98258","rat","10116","Txndc9","280671","","","","Chr9 q21","","thioredoxin domain containing 9","","ENSRNOG00000018593","Txndc9","thioredoxin domain containing 9","Txndc9_Txndc9"
"Ube2g2_Ube2g2",0.0149265797544593,0.033627363919445,0.657127937646185,-0.0509818424226745,0.080835001931593,9,10,1,0,0.0040995029369662,10.7201901692621,0.295377128895725,0,1,-0.953929873708975,0.340119140576259,NA,-0.00719267629345553,0.038892155946432,0.345020458213288,0.868115399110386,0.948310578709124,1,0.991813030373703,"51437142","mouse, laboratory","10090","Ube2g2","22213","MGI:1343188","","","Chr10  cM","Chr10:77458155-77481824(+)","ubiquitin-conjugating enzyme E2G 2","1110003O05Rik|D10Xrf369|UBC7|Ubc7p","ENSMUSG00000009293","ENSMUSG00000009293_22213","rat","10116","Ube2g2","294331","","","","Chr20 p12","","ubiquitin-conjugating enzyme E2G 2","","ENSRNOG00000001222","Ube2g2","ubiquitin-conjugating enzyme E2G 2","Ube2g2_Ube2g2"
